framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,moe_tp_size,moe_ep_size,distribution,latency
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,2,7168,2048,8,256,1,2,uniform,0.17954879999160767
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,4,7168,2048,8,256,1,2,uniform,0.2619616031646729
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,8,7168,2048,8,256,1,2,uniform,0.4401408195495605
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,16,7168,2048,8,256,1,2,uniform,0.7797023773193359
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,32,7168,2048,8,256,1,2,uniform,1.479372787475586
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,64,7168,2048,8,256,1,2,uniform,1.4775551795959472
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,128,7168,2048,8,256,1,2,uniform,1.5649663925170898
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,256,7168,2048,8,256,1,2,uniform,1.467580795288086
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,2,7168,2048,8,256,1,2,power_law_0.6,0.25874048233032226
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,2,7168,2048,8,256,1,2,power_law_0.8,0.25818304061889646
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,2,7168,2048,8,256,1,2,power_law_1.01,0.2588844871520996
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,2,7168,2048,8,256,1,2,power_law_1.02,0.2590470314025879
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,2,7168,2048,8,256,1,2,power_law_1.2,0.25048896789550784
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,4,7168,2048,8,256,1,2,power_law_0.6,0.4336403274536133
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,4,7168,2048,8,256,1,2,power_law_0.8,0.40387199401855467
SGLang,0.5.6.post2,NVIDIA H200,moe_generation,deepepmoe,fp8_block,4,7168,2048,8,256,1,2,power_law_1.01,0.22398912429809573
