framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,10240,64,4,128,1,float16,float16,0,9.565184275309244
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,8192,64,1,128,1,float16,float16,0,49.39093526204427
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,8192,64,64,128,1,float16,float16,0,51.48859659830729
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,8192,64,2,128,1,float16,float16,0,48.950785319010414
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,8192,64,4,128,1,float16,float16,0,49.90446980794271
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,8192,64,1,128,1,float16,float16,0,24.69512430826823
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,8192,64,64,128,1,float16,float16,0,25.8515625
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,8192,64,2,128,1,float16,float16,0,25.291605631510418
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,8192,64,1,128,1,float16,float16,0,98.9317118326823
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,8192,64,2,128,1,float16,float16,0,98.74500528971355
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,8192,64,64,128,1,float16,float16,0,13.051563262939453
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,8192,64,4,128,1,float16,float16,0,99.0967508951823
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,8192,64,8,128,1,float16,float16,0,98.605224609375
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,8192,64,8,128,1,float16,float16,0,50.10705057779948
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,8192,64,4,128,1,float16,float16,0,24.745473225911457
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,8192,64,8,128,1,float16,float16,0,24.769877115885418
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,8192,64,64,128,1,float16,float16,0,6.341461181640625
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,8192,64,1,128,1,float16,float16,0,6.250325520833333
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,8192,64,1,128,1,float16,float16,0,12.256426493326822
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,8192,64,2,128,1,float16,float16,0,12.381866455078125
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,8192,64,4,128,1,float16,float16,0,12.533589680989584
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,8192,64,8,128,1,float16,float16,0,12.251818339029947
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,8192,64,2,128,1,float16,float16,0,6.076245625813802
