framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,moe_tp_size,moe_ep_size,distribution,latency
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,128,4096,14336,2,8,1,1,power_law_1.2,2.84442626953125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,160,4096,14336,2,8,1,1,power_law_1.2,2.8805325317382815
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,192,4096,14336,2,8,1,1,power_law_1.2,2.840186767578125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,256,4096,14336,2,8,1,1,power_law_1.2,3.140526123046875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,320,4096,14336,2,8,1,1,power_law_1.2,3.2728472900390626
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,384,4096,14336,2,8,1,1,power_law_1.2,3.5236865234375
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,512,4096,14336,2,8,1,1,power_law_1.2,4.076687316894531
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,768,4096,14336,2,8,1,1,power_law_1.2,5.2951245117187495
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,6144,4096,14336,2,8,1,1,power_law_1.01,38.65155517578125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1024,4096,14336,2,8,1,1,power_law_1.2,6.391848754882813
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1536,4096,14336,2,8,1,1,power_law_1.2,9.004810180664062
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2048,4096,14336,2,8,1,1,power_law_1.2,12.089610595703125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,3072,4096,14336,2,8,1,1,power_law_1.2,17.865748291015628
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8192,4096,14336,2,8,1,1,power_law_1.01,57.06962890625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,4096,4096,14336,2,8,1,1,power_law_1.2,24.760361328125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,6144,4096,14336,2,8,1,1,power_law_1.2,42.528911132812496
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1,6144,16384,2,8,1,1,power_law_1.01,0.8418303680419921
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2,6144,16384,2,8,1,1,power_law_1.01,1.2280627441406249
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,4,6144,16384,2,8,1,1,power_law_1.01,1.571962890625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8,6144,16384,2,8,1,1,power_law_1.01,2.7650048828125002
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,16,6144,16384,2,8,1,1,power_law_1.01,4.282347412109376
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,12288,4096,14336,2,8,1,1,power_law_1.01,95.644140625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,32,6144,16384,2,8,1,1,power_law_1.01,4.353126525878906
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,48,6144,16384,2,8,1,1,power_law_1.01,4.421406860351563
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,64,6144,16384,2,8,1,1,power_law_1.01,4.408872985839844
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,80,6144,16384,2,8,1,1,power_law_1.01,4.464947204589843
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8192,4096,14336,2,8,1,1,power_law_1.2,62.8473876953125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,96,6144,16384,2,8,1,1,power_law_1.01,4.6513562011718745
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,128,6144,16384,2,8,1,1,power_law_1.01,4.850196533203125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,160,6144,16384,2,8,1,1,power_law_1.01,4.892999572753906
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,192,6144,16384,2,8,1,1,power_law_1.01,5.310750732421875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,256,6144,16384,2,8,1,1,power_law_1.01,5.715230712890625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,320,6144,16384,2,8,1,1,power_law_1.01,5.999349975585938
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,384,6144,16384,2,8,1,1,power_law_1.01,6.390947875976563
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,512,6144,16384,2,8,1,1,power_law_1.01,7.325347900390625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,768,6144,16384,2,8,1,1,power_law_1.01,9.21903076171875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,16384,4096,14336,2,8,1,1,power_law_1.01,131.897998046875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1024,6144,16384,2,8,1,1,power_law_1.01,10.879405517578125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1536,6144,16384,2,8,1,1,power_law_1.01,15.271035156249999
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2048,6144,16384,2,8,1,1,power_law_1.01,19.66223388671875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,12288,4096,14336,2,8,1,1,power_law_1.2,98.4618359375
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,3072,6144,16384,2,8,1,1,power_law_1.01,29.49906494140625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,20480,4096,14336,2,8,1,1,power_law_1.01,170.28390625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,4096,6144,16384,2,8,1,1,power_law_1.01,40.12474365234375
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1,6144,16384,2,8,1,1,power_law_1.2,0.7456972503662109
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2,6144,16384,2,8,1,1,power_law_1.2,1.0913996887207031
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,4,6144,16384,2,8,1,1,power_law_1.2,1.4368563842773436
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8,6144,16384,2,8,1,1,power_law_1.2,2.7657421875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,16,6144,16384,2,8,1,1,power_law_1.2,4.097556457519532
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,32,6144,16384,2,8,1,1,power_law_1.2,4.356382751464844
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,16384,4096,14336,2,8,1,1,power_law_1.2,135.11076171874998
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,48,6144,16384,2,8,1,1,power_law_1.2,4.431626281738281
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,64,6144,16384,2,8,1,1,power_law_1.2,4.390420532226562
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,80,6144,16384,2,8,1,1,power_law_1.2,4.566405029296876
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,96,6144,16384,2,8,1,1,power_law_1.2,4.642631530761719
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,128,6144,16384,2,8,1,1,power_law_1.2,4.955054016113282
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,160,6144,16384,2,8,1,1,power_law_1.2,5.0795724487304685
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,192,6144,16384,2,8,1,1,power_law_1.2,5.1339263916015625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,256,6144,16384,2,8,1,1,power_law_1.2,5.664419555664063
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,6144,6144,16384,2,8,1,1,power_law_1.01,73.0604541015625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,320,6144,16384,2,8,1,1,power_law_1.2,5.950914306640625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,384,6144,16384,2,8,1,1,power_law_1.2,6.301859741210937
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,512,6144,16384,2,8,1,1,power_law_1.2,7.280701293945313
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,768,6144,16384,2,8,1,1,power_law_1.2,9.739059448242188
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1024,6144,16384,2,8,1,1,power_law_1.2,10.905498046875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,20480,4096,14336,2,8,1,1,power_law_1.2,174.59458984375001
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1536,6144,16384,2,8,1,1,power_law_1.2,15.272857666015625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2048,6144,16384,2,8,1,1,power_law_1.2,20.119859619140623
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8192,6144,16384,2,8,1,1,power_law_1.01,108.97115234375
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,3072,6144,16384,2,8,1,1,power_law_1.2,30.355312500000004
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,4096,6144,16384,2,8,1,1,power_law_1.2,43.79822265625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,6144,6144,16384,2,8,1,1,power_law_1.2,77.007890625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,12288,6144,16384,2,8,1,1,power_law_1.01,169.76111328125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1,7168,2048,8,256,1,1,power_law_1.01,0.4935270309448242
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2,7168,2048,8,256,1,1,power_law_1.01,0.9460326385498046
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,4,7168,2048,8,256,1,1,power_law_1.01,1.058303985595703
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8,7168,2048,8,256,1,1,power_law_1.01,2.4380006408691406
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,16,7168,2048,8,256,1,1,power_law_1.01,4.128870544433594
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,32,7168,2048,8,256,1,1,power_law_1.01,5.81580810546875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8192,6144,16384,2,8,1,1,power_law_1.2,113.68122070312499
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,48,7168,2048,8,256,1,1,power_law_1.01,8.476897583007812
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,64,7168,2048,8,256,1,1,power_law_1.01,8.958955688476562
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,80,7168,2048,8,256,1,1,power_law_1.01,9.244405517578125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,96,7168,2048,8,256,1,1,power_law_1.01,9.505443725585938
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,128,7168,2048,8,256,1,1,power_law_1.01,10.34186767578125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,160,7168,2048,8,256,1,1,power_law_1.01,11.027845458984375
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,192,7168,2048,8,256,1,1,power_law_1.01,11.696353759765625
