framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,7,0.018602666755517323
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,31,0.018944000204404194
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,15,0.018602666755517323
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,63,0.018602666755517323
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,127,0.018432000031073887
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,511,0.023039999107519787
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,255,0.022357332209746044
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,1023,0.0240639994541804
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,2047,0.02628266563018163
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,4095,0.03345066557327906
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,8191,0.03822933385769526
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,1,0.01877333347996076
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,2,128,1,float16,float16,16383,0.05614933371543884
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,3,0.01877333347996076
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,15,0.018944000204404194
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,31,0.01877333347996076
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,7,0.018944000204404194
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,127,0.01911466692884763
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,63,0.018944000204404194
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,255,0.022357332209746044
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,511,0.023039999107519787
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,2047,0.02935466667016347
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,1023,0.024405332903067272
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,4095,0.034474665919939675
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,8191,0.048810665806134544
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,1,0.018602666755517323
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,7,0.018944000204404194
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,3,0.01877333347996076
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,4,128,1,float16,float16,16383,0.07389866809050243
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,63,0.018944000204404194
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,15,0.01911466692884763
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,127,0.01877333347996076
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,31,0.018944000204404194
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,255,0.022357332209746044
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,2047,0.032085334261258446
